"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Subdivision/Condo Name","Heated Area","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","U8201403","SLD","3615 E CARACAS ST","TAMPA","33610","THOMAS HEITER SUB","","1,455","$380,000","3","2","0","2023","None","Single Family Residence","$578.35","16","16","18","Cash","06/30/2023","$258.08","$261.17","1.01","EXP REALTY LLC","Kristin Washington","266017002","261010944","Pinellas Suncoast","Sarasota - Manatee"
"1","T3446788","SLD","1117 CANYON OAKS DR","BRANDON","33510","EMERALD OAKS","","1,880","$380,000","3","2","0","2013","None","Single Family Residence","$4,956.67","11","11","12","Conventional","06/30/2023","$204.26","$202.13","0.99","FLORIDA REAL ESTATE AGENCY","Christopher Freyre","261547460","261567589","Tampa","Pinellas Suncoast"
"1","T3446410","SLD","11440 FLORA SPRINGS DR","RIVERVIEW","33579","SOUTH FORK UNIT 8","","2,320","$380,000","5","3","0","2009","Community","Single Family Residence","$4,952.00","39","39","43","Conventional","08/01/2023","$168.10","$163.79","0.97","COLDWELL BANKER REALTY","Michelle Parent","261567706","285514409","Tampa","Tampa"
"1","U8200763","SLD","7562 FOREST MERE DR","RIVERVIEW","33578","OAK CREEK PRCL 1B","","2,051","$380,000","3","2","0","2013","Community","Single Family Residence","$6,508.00","5","5","7","VA","06/22/2023","$190.15","$185.28","0.97","FUTURE HOME REALTY INC","Manuela Woodrum","260019798","776004","Pinellas Suncoast","Pinellas Suncoast"
"1","T3445979","SLD","408 ASHFORD DR","BRANDON","33511","OAK MONT UNIT 10","","2,042","$380,000","4","2","1","1972","None","Single Family Residence","$1,722.33","41","41","155","Conventional","11/22/2023","$186.09","$186.09","1.00","FUTURE HOME REALTY INC","Joseph Santana","261559825","779727","Tampa","Pinellas Suncoast"
"1","OM657936","SLD","9014 MOUNTAIN MAGNOLIA DR","RIVERVIEW","33578","MAGNOLIA PARK SOUTHEAST C-2","","1,554","$380,000","3","2","0","2014","Community","Single Family Residence","$3,381.17","8","8","8","FHA","07/07/2023","$243.89","$244.53","1.00","WORTH CLARK REALTY","Scott Cook","258002002","781263","Ocala - Marion","Pinellas Suncoast"
"1","T3445722","SLD","902 WESTMORE AVE","BRANDON","33510","EVERINA HOMES 2ND ADD","","1,531","$382,000","3","2","0","1961","None","Single Family Residence","$2,792.00","9","9","17","FHA","06/27/2023","$248.20","$249.51","1.01","KELLER WILLIAMS TAMPA CENTRAL","Yaremi Garcia","261552639","279507145","Tampa","Tampa"
"1","T3445575","SLD","8304 DEERLAND BLUFF LN","RIVERVIEW","33578","OAK CREEK","","1,747","$382,000","3","2","0","2011","Community","Single Family Residence","$4,661.00","9","9","9","Conventional","06/30/2023","$226.10","$218.66","0.97","COLDWELL BANKER REALTY","Stephanie Lefew","261523630","729100","Tampa","Tampa"
"1","T3447743","SLD","11430 WARREN OAKS PL","RIVERVIEW","33578","RIVERVIEW MEADOWS PHASE1A","","1,884","$385,000","3","2","0","2016","None","Single Family Residence","$3,818.66","8","8","8","Cash","07/10/2023","$212.26","$204.35","0.96","RE/MAX REALTY UNLIMITED","Jason McIntosh","261551963","771620","Tampa","Tampa"
"1","T3447385","SLD","10114 TIMBER OAKS CT","TAMPA","33615","TIMBERLANE SUB UNIT 2","","1,085","$385,000","3","2","0","1980","None","Single Family Residence","$3,140.13","3","3","3","FHA","07/07/2023","$354.84","$354.84","1.00","ACTION 100 REALTY","Joe Medina","261565014","261560737","Tampa","Tampa"
"1","T3447302","SLD","1004 E IDA ST","TAMPA","33603","PIERCE SUB","","1,138","$385,000","2","2","0","1925","None","Single Family Residence","$2,787.00","3","3","3","Conventional","06/23/2023","$338.31","$338.31","1.00","CENTURY 21 BEGGINS ENTERPRISES","Jacquelyn Stone","261533190","781309","Tampa","Tampa"
"1","O6111965","SLD","4106 W NORTH B ST","TAMPA","33609","ROSEDALE NORTH","","1,320","$385,000","4","2","0","1961","None","Single Family Residence","$5,622.00","9","9","9","Conventional","06/15/2023","$299.24","$291.67","0.97","BEYCOME OF FLORIDA LLC","Steven Koleno","364512302","260033221","Orlando Regional","Orlando Regional"
"1","T3445493","SLD","215 W 103RD AVE","TAMPA","33612","LINEBAUGH ESTATES","","1,621","$385,000","4","3","0","1957","None","Single Family Residence","$2,228.00","4","4","116","Conventional","07/28/2023","$237.51","$237.51","1.00","KELLER WILLIAMS SOUTH TAMPA","Alicia Deer","261558235","260000779","Tampa","Tampa"
"1","T3445389","SLD","6415 N 23RD ST","TAMPA","33610","TWENTY SECOND STREET HEIGHTS 1","","1,566","$385,000","3","2","0","1959","None","Single Family Residence","$4,095.13","2","2","2","Conventional","07/11/2023","$245.85","$245.85","1.00","SMITH & ASSOCIATES REAL ESTATE","Charlie Curtiss","261547863","780514","Tampa","Tampa"
