"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Subdivision/Condo Name","Heated Area","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","T3441976","SLD","305 E HYDRANGIA ST","TAMPA","33612","BOUGENVISTA SUB","","798","$230,000","2","1","0","1955","None","Single Family Residence","$1,941.49","39","39","65","Cash","08/10/2023","$307.02","$288.22","0.94","FLORIDA EXECUTIVE REALTY","Jennifer Butler","261520496","261561192","Tampa","Tampa"
"1","U8198553","SLD","3613 E FRIERSON AVE","TAMPA","33610","BELLMONT HEIGHTS","","672","$231,000","2","1","0","1925","None","Single Family Residence","$1,445.58","7","7","7","Conventional","05/31/2023","$334.67","$343.75","1.03","SOURCE REAL ESTATE","Chau Nguyen","260032762","261566473","Pinellas Suncoast","Pinellas Suncoast"
"1","T3443520","SLD","7408 W HENRY AVE","TAMPA","33615","TOWNN COUNTRY PARK UN 07","","1,753","$235,000","3","2","0","1963","None","Single Family Residence","$3,768.49","3","3","4","Cash","06/05/2023","$107.82","$134.06","1.24","CARTER COMPANY REALTORS","Trish Carter","261502371","261568087","Tampa","Tampa"
"1","T3443650","SLD","10713 N OJUS DR","TAMPA","33617","TERRACE PARK","","1,196","$240,000","3","2","0","1981","None","Single Family Residence","$3,639.84","6","6","15","Cash","06/16/2023","$234.11","$200.67","0.86","REST EASY REALTY POWERED BY SELLSTATE","Gina Marie Holm","261539289","261560737","Tampa","Tampa"
"1","T3443226","SLD","2401 HARPER ST","TAMPA","33605","EAST TAMPA BLOCKS 1 TO 40","","1,210","$240,000","3","2","0","1924","None","Single Family Residence","$2,666.60","6","6","23","Cash","06/07/2023","$206.53","$198.35","0.96","HOMEWARD REAL ESTATE","Elizabeth Masky","261502842","281524164","Tampa","Tampa"
"1","T3443113","SLD","1606 E 97TH AVE","TAMPA","33612","TAMPA OVERLOOK","","810","$245,000","3","1","0","1947","None","Single Family Residence","$1,249.44","92","92","193","Conventional","12/08/2023","$314.69","$302.47","0.96","BHHS FLORIDA PROPERTIES GROUP","Zaida Giler","261523206","260031661","Tampa","Tampa"
"1","T3442979","SLD","1111 BRIARWOOD RD","BRANDON","33511","BRANDON TERRACE PARK UNIT 1","","1,644","$246,050","2","1","1","1959","None","Single Family Residence","$3,074.15","90","90","154","Cash","10/27/2023","$149.67","$149.67","1.00","THE WILMOTH GROUP","Jen Wilmoth","261543647","777418","Tampa","Tampa"
"1","U8199314","SLD","12106 SHADY FOREST DR","RIVERVIEW","33569","RIVERGLEN UNIT 1","","1,969","$250,000","4","2","0","1993","Private","Single Family Residence","$5,136.99","0","0","0","Cash","05/25/2023","$129.46","$126.97","0.98","SEFAIR INVESTMENTS INC","Dan Sefair","261523656","260016472","Pinellas Suncoast","Pinellas Suncoast"
"1","T3443091","SLD","8705 N DEXTER AVE","TAMPA","33604","CASA LOMA SUB","","624","$254,000","2","1","0","1952","None","Single Family Residence","$1,545.99","21","21","23","FHA","06/30/2023","$400.63","$407.05","1.02","LOKATION","Carissa Mazzella Di Bosco","276661936","781220","Tampa","Lakeland"
"1","U8199974","SLD","3811 E MILLER AVE","TAMPA","33604","TEMPLE CREST UNIT 2","","1,152","$260,000","3","2","0","1997","None","Single Family Residence","$2,512.00","11","11","59","FHA","08/10/2023","$217.01","$225.69","1.04","BRANDYWINE HOMES USA","Hilary Provost","260050882","260010123","Pinellas Suncoast","Pinellas Suncoast"
"1","T3443724","SLD","609 FAIRMONT DR","BRANDON","33511","PLANTATION ESTATES UNIT 4","","1,187","$260,000","4","1","1","1968","None","Single Family Residence","$2,612.00","5","5","5","Cash","06/15/2023","$216.51","$219.04","1.01","JEFFREY GOULD REAL ESTATE LLC","Jeffrey Gould","261538359","265500286","Tampa","Tampa"
"1","T3442470","SLD","10509 BRYNWOOD LN","TAMPA","33624","PARKWOOD VILLAGE","","1,077","$260,000","3","2","0","1978","None","Single Family Residence","$363.55","17","17","58","Cash","07/24/2023","$269.17","$241.41","0.90","COLDWELL BANKER REALTY","January Silva","261553187","771469","Tampa","Pinellas Suncoast"
"1","T3442083","SLD","8027 N NEWPORT AVE","TAMPA","33604","SINEWOOD","","713","$260,000","2","1","0","1949","None","Single Family Residence","$1,736.00","53","53","53","Conventional","07/13/2023","$349.23","$364.66","1.04","REAL BROKER, LLC","Angela Gallant","597525391","261561192","Tampa","Orlando Regional"
"1","T3445003","SLD","7114 N 50TH ST","TAMPA","33617","DEL RIO ESTATES UNIT 4","","980","$265,000","3","1","0","1960","None","Single Family Residence","$3,426.27","32","32","44","FHA","07/31/2023","$265.31","$270.41","1.02","MV REALTY PBC LLC","Kitty Converse-Kaplan","261537704","285514409","Tampa","Osceola"
"1","T3444852","SLD","1922 W CHESTNUT ST","TAMPA","33607","MAC FARLANES REV MAP OF ADD","","864","$270,000","3","1","0","1963","None","Single Family Residence","$2,789.00","1","1","3","FHA","08/28/2023","$324.07","$312.5","0.96","CARMENA & ASSOCIATES REALTY GROUP","David Carmena","261545233","774685","Tampa","Tampa"
"1","T3444357","SLD","1037 BRIDLEWOOD WAY","BRANDON","33511","HEATHER LAKES PH 1 UNIT 1 S","","822","$270,000","3","1","0","1983","None","Single Family Residence","$2,694.83","59","59","105","Conventional","09/18/2023","$334.55","$328.47","0.98","KELLER WILLIAMS TAMPA PROP.","Katrina Madewell","261535410","771292","Tampa","Tampa"
"1","T3443660","SLD","1704 E CAYUGA ST","TAMPA","33610","NO HOA /UNPLATTED","","1,178","$270,000","3","2","0","1947","None","Single Family Residence","$2,524.79","39","39","39","FHA","09/05/2023","$237.61","$229.2","0.96","BAY NATIONAL REALTY, INC.","Daneel Tatum","261545224","260015373","Tampa","Tampa"
"1","T3443394","SLD","2122 W PINE ST","TAMPA","33607","MAC FARLANES REV MAP OF ADD","","1,200","$270,000","3","2","0","1918","None","Single Family Residence","$2,498.76","51","28","39","Cash","07/07/2023","$274.08","$225","0.82","CHARLES RUTENBERG REALTY INC","Sammy Haji","261548311","260000779","Tampa","Pinellas Suncoast"
"1","T3442974","SLD","6802 E NORTH BAY ST","TAMPA","33610","JACKSON HEIGHTS ANNEX","","1,316","$270,000","3","2","0","1960","None","Single Family Residence","$1,865.00","4","4","4","FHA","06/21/2023","$205.09","$205.17","1.00","EXCLUSIVE HOMES REALTY, INC.","Lesbia Well","261546131","261563771","Tampa","Tampa"
"1","T3441774","SLD","2009 GORDON ST","TAMPA","33605","EAST TAMPA","","1,181","$270,000","3","1","0","1946","None","Single Family Residence","$2,383.00","3","3","3","Cash","05/19/2023","$253.18","$228.62","0.90","MARK SPAIN REAL ESTATE","Kathleen Cotton","261567678","771626","Tampa","Orlando Regional"
"1","U8198009","SLD","4205 E WILMA ST","TAMPA","33617","TERRACE PARK SUB UNIT","","1,144","$270,000","3","1","0","1958","None","Single Family Residence","$3,474.95","15","15","15","VA","06/05/2023","$244.67","$236.01","0.96","KELLER WILLIAMS REALTY","Kirk Budd","260001453","779519","Pinellas Suncoast","Pinellas Suncoast"
"1","T3444297","SLD","5002 85TH ST","TAMPA","33619","PROGRESS VILLAGE UNIT 2","","1,058","$271,000","4","2","0","1960","None","Single Family Residence","$4,147.00","4","4","6","Conventional","07/11/2023","$264.56","$256.14","0.97","LING REALTY, LLC","Lindsey Crenshaw","261566208","781023","Tampa","Tampa"
"1","U8199993","SLD","5909 S COOLIDGE AVE","TAMPA","33616","GANDY MANOR ESTATES","","1,536","$273,000","2","2","0","1962","None","Single Family Residence","$1,124.55","9","9","10","Cash","06/22/2023","$159.51","$177.73","1.11","WEICHERT, REALTORS - EQUITY","Peter Chicouris","283546692","283504930","Pinellas Suncoast","Pinellas Suncoast"
"1","W7854520","SLD","9301 N 20TH ST","TAMPA","33612","HILLSBORO HIGHLANDS MAP","","1,365","$275,000","3","2","0","2007","None","Single Family Residence","$2,520.00","45","45","58","Conventional","07/25/2023","$226.37","$201.47","0.89","NAMASTE REALTY LLC","Frederic Samson","283549090","262003039","West Pasco","West Pasco"
"1","T3442381","SLD","1207 E PALIFOX ST","TAMPA","33603","NEBRASKA HEIGHTS","","1,308","$275,000","2","1","0","1962","None","Single Family Residence","$401.00","5","5","7","Conventional","06/07/2023","$210.24","$210.24","1.00","FUTURE HOME REALTY INC","Heidy Li Gonzalez","261550492","260000779","Tampa","Pinellas Suncoast"
"1","T3442219","SLD","7522 CAROLTON CIR","TAMPA","33619","FAITH PARK","","1,248","$275,000","4","2","0","1999","None","Single Family Residence","$851.15","3","3","7","Conventional","06/14/2023","$236.38","$220.35","0.93","KELLER WILLIAMS SUBURBAN TAMPA","Daniel Henzler","261504566","261561489","Tampa","Tampa"
"1","T3441206","SLD","4034 W COMANCHE AVE","TAMPA","33614","UNPLATTED","","1,708","$275,000","3","1","0","1953","None","Single Family Residence","$700.34","7","7","9","Cash","06/15/2023","$152.22","$161.01","1.06","PEOPLE'S CHOICE REALTY SVC LLC","Miriam Melendez - Davis","261536394","285514409","Tampa","Tampa"
"1","T3444755","SLD","1068 BRIDLEWOOD WAY","BRANDON","33511","HEATHER LAKES PH 1 UNIT 1 S","","1,113","$280,000","3","1","0","1982","None","Single Family Residence","$3,219.68","24","24","24","Conventional","07/20/2023","$265.05","$251.57","0.95","US REALTY HUB LLC","Leticia Pons","261567847","261560583","Tampa","Osceola"
"1","S5084400","SLD","3009 E FERN ST","TAMPA","33610","WOODLAND TERRACE","","999","$280,000","3","1","1","1958","None","Single Family Residence","$670.00","20","20","8","Cash","05/29/2023","$285.29","$280.28","0.98","DECONOVA INTERNATIONAL GROUP","Giselle Collazo","279603868","773203","Osceola","Osceola"
"1","T3442183","SLD","6914 SUMMER HARBOR LN","RIVERVIEW","33578","BLOOMINGDALE RIDGE PH 3","","1,314","$280,000","3","2","0","2003","None","Single Family Residence","$1,579.00","5","5","5","Cash","05/19/2023","$227.55","$213.09","0.94","HOMEWARD REAL ESTATE","Diana Sutton","261541594","261011729","Tampa","Tampa"
"1","O6106080","SLD","2114 E ELLICOTT ST","TAMPA","33610","PEDDY & HACKNEY SUB","","1,059","$280,000","3","2","0","1947","None","Single Family Residence","$105.00","7","7","7","Conventional","06/05/2023","$263.93","$264.4","1.00","BEYCOME OF FLORIDA LLC","Steven Koleno","364512302","55055","Orlando Regional","Orlando Regional"
"1","U8198051","SLD","1010 BRIARWOOD RD","BRANDON","33511","BRANDON TERRACE PARK UNIT 1","","912","$280,000","3","1","0","1961","None","Single Family Residence","$840.77","30","30","30","Conventional","06/26/2023","$334.32","$307.02","0.92","REALTY EXPERTS","David McCollum","278527904","261561192","Pinellas Suncoast","Pinellas Suncoast"
"1","T3442412","SLD","8302 N 22ND ST","TAMPA","33604","KATHRYN PARK","","1,232","$285,000","4","2","0","1961","None","Single Family Residence","$4,405.84","2","2","7","Conventional","05/25/2023","$231.33","$231.33","1.00","SELLSTATE INTEGRITY REALTY","Stephanie Rose","261547614","781263","Tampa","Tampa"
"1","T3442490","SLD","11413 BRIGHT STAR LN","RIVERVIEW","33569","RIVERCREST PH 2 PRCL K AN","","1,380","$289,900","3","2","0","2005","Community","Single Family Residence","$5,636.28","8","8","14","FHA","07/13/2023","$210.07","$210.07","1.00","KELLER WILLIAMS SUBURBAN TAMPA","Stephanie McElroy","261524809","260030718","Tampa","Tampa"
"1","A4569254","SLD","1529 W LINEBAUGH AVE","TAMPA","33612","GOLFLAND OF TAMPAS NORTH SIDE","","925","$290,000","2","1","0","1954","None","Single Family Residence","$2,833.26","12","12","12","Conventional","08/08/2023","$308.00","$313.51","1.02","FRAN MAXON REAL ESTATE","Kathryn Sandberg","082418979","639500","Sarasota - Manatee","Sarasota - Manatee"
"1","A4568114","SLD","6601 N 9TH ST","TAMPA","33604","MAAG SUB","","1,972","$290,000","3","2","1","1954","None","Single Family Residence","$558.00","3","3","10","Cash","05/15/2023","$152.08","$147.06","0.97","SAVVY AVENUE, LLC","Moe Mossa","496503916","261016803","Sarasota - Manatee","Sarasota - Manatee"
"1","T3442735","SLD","11333 SYLVAN GREEN LN","RIVERVIEW","33569","UNPLATTED","","1,412","$293,000","3","2","0","1969","None","Single Family Residence","$4,221.60","41","41","42","FHA","07/28/2023","$226.63","$207.51","0.92","RE/MAX REALTY UNLIMITED","Cedric Rogers","261550000","285514409","Tampa","Tampa"
"1","T3442257","SLD","1213 COOLRIDGE DR","BRANDON","33511","HEATHER LAKES UNIT XV","","1,169","$293,000","3","2","0","1985","None","Single Family Residence","$3,007.06","33","33","36","FHA","07/14/2023","$256.54","$250.64","0.98","RE/MAX REALTY UNLIMITED","Nancy Hadam","276501095","261557654","Tampa","Tampa"
"1","J960639","SLD","11331 PALM ISLAND AVE","RIVERVIEW","33569","RIVERCREST PH 2 PRCL N","","1,530","$295,000","3","2","0","2005","None","Single Family Residence","$5,560.34","0","0","-23","Conventional","04/28/2023","$192.81","$192.81","1.00","STELLAR NON-MEMBER OFFICE","Stellar Non-Member Agent","123456789","778882","For Future Use","Other"
"1","T3441574","SLD","1708 WINDSOR WAY","TAMPA","33619","CLAIR MEL CITY UNIT 5","","1,112","$295,000","3","1","0","1959","None","Single Family Residence","$740.84","13","13","40","FHA","06/30/2023","$264.84","$265.29","1.00","LPT REALTY, LLC","William Torres","261561625","779727","Tampa","Orlando Regional"
"1","T3442984","SLD","13105 DOBREE PL Unit#31","RIVERVIEW","33579","VILLAS ON THE GREEN A CONDOMIN","","1,449","$299,000","3","2","0","1998","Community","Single Family Residence","$1,423.78","20","20","79","Conventional","06/23/2023","$206.35","$206.35","1.00","KELLER WILLIAMS SOUTH SHORE","Dianne Blackwell","261561327","260000779","Tampa","Tampa"
"1","T3442228","SLD","141 E 145TH AVE","TAMPA","33613","UNPLATTED","","1,088","$299,900","3","1","0","1958","None","Single Family Residence","$2,256.00","22","22","24","Conventional","06/17/2023","$288.60","$275.64","0.96","KELLER WILLIAMS TAMPA PROP.","Cynthya Kladakis","261556359","260031199","Tampa","Tampa"
"1","T3444771","SLD","1535 W RIVER LN","TAMPA","33603","RIVERSHORES","","1,014","$300,000","2","1","0","1958","None","Single Family Residence","$772.37","27","27","27","FHA","07/09/2023","$310.65","$295.86","0.95","KELLER WILLIAMS REALTY NEW TAMPA","Tina Fazio","261564235","261563942","Tampa","Tampa"
"1","T3442970","SLD","5101 E 17TH AVE","TAMPA","33619","FLORENCE VILLA","","1,297","$300,000","2","2","0","1962","None","Single Family Residence","$337.94","5","5","5","FHA","06/06/2023","$212.03","$231.3","1.09","RADIUS AGENT LLC","Cassandra Ekeocha","261554228","779727","Tampa","Orlando Regional"
"1","T3442758","SLD","2306 W POWHATAN AVE","TAMPA","33603","HAMNERS MARJORY B RENMAH","","864","$300,000","2","1","0","1968","None","Single Family Residence","$2,901.54","8","8","17","VA","06/02/2023","$353.01","$347.22","0.98","NETWORTH REALTY OF TAMPA, LLC","Valeria Aliaga","261592214","779277","Tampa","Tampa"
"1","T3442307","SLD","7105 HARBORHILLS CT","TAMPA","33615","TIMBERLANE SUB UNIT 2","","1,355","$300,000","3","2","0","1980","None","Single Family Residence","$939.34","8","8","8","Conventional","07/21/2023","$221.33","$221.4","1.00","PINEYWOODS REALTY LLC","Nathan Bangs","261536306","639501","Tampa","Tampa"
"1","T3441507","SLD","3709 N 31ST ST","TAMPA","33610","BETHEL HEIGHTS","","1,308","$300,000","3","2","0","2023","None","Single Family Residence","$700.01","2","2","2","FHA","06/16/2023","$227.06","$229.36","1.01","FLORIDA CAPITAL REALTY","Shareka Jones","261558528","780672","Tampa","Tampa"
"1","O6105578","SLD","2914 E HOWELL ST","TAMPA","33610","HILL TOP HEIGHTS","","1,175","$302,000","3","1","0","1956","None","Single Family Residence","$2,310.00","4","4","4","Cash","05/15/2023","$250.98","$257.02","1.02","CLOCK TOWER REALTY","Jay Simon","261235010","261014172","Orlando Regional","Orlando Regional"
"1","T3443687","SLD","3209 WELBORN WAY","TAMPA","33619","1QC | CLAIR MEL CITY UNIT NO 31","","1,056","$303,000","3","2","0","1959","None","Single Family Residence","$1,767.00","3","3","4","Conventional","05/26/2023","$279.36","$286.93","1.03","COLDWELL BANKER REALTY","Jasmin Gonzalez","261559119","261568752","Tampa","Tampa"
"1","U8199511","SLD","3709 CARROWAY ST","TAMPA","33619","GRANT PARK ADD BLOCKS 36-","","1,350","$305,000","3","2","0","1995","None","Single Family Residence","$3,515.93","6","6","16","Conventional","06/12/2023","$222.22","$225.93","1.02","HB REALTY","Jeff Hoyt, Jr","260047079","261554453","Pinellas Suncoast","Pinellas Suncoast"
"1","U8198394","SLD","204 W FLORILAND AVE","TAMPA","33612","HAMNERS MARJORY B & W E FLO","","1,052","$305,000","3","1","0","1952","None","Single Family Residence","$3,296.39","6","6","20","Conventional","06/21/2023","$275.67","$289.92","1.05","NEXTHOME GULF COAST","Carly Majorana","260050076","260000779","Pinellas Suncoast","Pinellas Suncoast"
"1","T3441435","SLD","12920 FIELDMOOR CT","RIVERVIEW","33579","SUMMERFIELD VILLG 1 TRCT 29","","1,355","$309,000","3","2","0","2004","Community","Single Family Residence","$3,747.00","15","15","50","Conventional","07/12/2023","$228.04","$228.04","1.00","VINTAGE REAL ESTATE SERVICES","Becky Sigler","261550101","281502460","Tampa","Tampa"
"1","T3445022","SLD","9404 HILLPORT CT","TAMPA","33615","TIMBERLANE SUB UNIT 7A","","961","$310,000","3","2","0","1986","None","Single Family Residence","$3,056.00","8","8","13","FHA","06/26/2023","$312.07","$322.58","1.03","CENTURY 21 ROSA LEON","Rosa Leon","261541803","261561854","Tampa","Tampa"
"1","O6108929","SLD","3123 W NAPOLEON AVE","TAMPA","33611","TROPICAL PINES","","1,320","$310,000","3","1","0","1965","None","Single Family Residence","$4,575.71","4","4","6","Cash","06/12/2023","$227.20","$234.85","1.03","THE MAGNOLIA GROUP OF FLORIDA","Dalton Robinson","261225000","261011490","Orlando Regional","Orlando Regional"
"1","W7854494","SLD","2714 W LEMON ST","TAMPA","33609","WEST PINES REV MAP","","1,175","$310,000","3","2","0","1950","None","Single Family Residence","$279.08","2","2","5","Cash","05/18/2023","$255.32","$263.83","1.03","RE/MAX ALLIANCE GROUP","DJ Arrazcaeta Jr, LLC","261554284","781073","West Pasco","West Pasco"
"1","T3442732","SLD","1504 E KNOLLWOOD ST","TAMPA","33610","RIVERBEND MANOR","","864","$310,000","3","1","0","1955","None","Single Family Residence","$2,752.22","4","4","7","Conventional","05/30/2023","$347.22","$358.8","1.03","THE SOMERDAY GROUP PL","Theresa Wolverton","261563506","261564442","Tampa","Tampa"
"1","T3444038","SLD","8311 RIVERBOAT DR","TAMPA","33637","RIVERDALE SUB PH I","","1,256","$314,000","3","2","0","1989","None","Single Family Residence","$4,424.00","33","33","40","Conventional","07/11/2023","$259.55","$250","0.96","KELLER WILLIAMS REALTY NEW TAMPA","Cody Linton","261569238","635806","Tampa","Tampa"
"1","O6109010","SLD","12109 FELDWOOD CREEK LN","RIVERVIEW","33579","SUMMERFIELD VILAGE 1 TR 32","","1,198","$315,000","3","2","0","2000","None","Single Family Residence","$1,689.19","8","8","8","Conventional","06/14/2023","$262.85","$262.94","1.00","IHOME REALTY FL LLC","Karen Sweat","261209580","776125","Orlando Regional","Orlando Regional"
"1","T3442493","SLD","1805 E POINSETTIA AVE","TAMPA","33612","TAMPA OVERLOOK","","1,089","$315,000","4","2","0","1963","None","Single Family Residence","$2,429.29","6","6","7","FHA","05/26/2023","$289.26","$289.26","1.00","CENTURY 21 ROSA LEON","Norma Corrales","261563950","772170","Tampa","Tampa"
"1","P4925504","SLD","3604 WISPERBREATH LN","TAMPA","33619","SUGARCREEK SUB UNIT","","1,304","$315,000","4","2","0","1981","None","Single Family Residence","$2,480.00","16","16","62","FHA","07/11/2023","$241.56","$241.56","1.00","NEW HOME ADVANTAGE LLC","Doug DeWitt","230011512","779999","East Polk","East Polk"
"1","T3441503","SLD","4200 E POWHATAN AVE","TAMPA","33610","BELLMONT HEIGHTS","","1,287","$315,000","3","2","0","1978","None","Single Family Residence","$2,629.41","3","3","3","Conventional","06/29/2023","$244.76","$244.76","1.00","ACTION 100 REALTY","Joe Medina","261565014","615700","Tampa","Tampa"
"1","U8199405","SLD","2103 E HOWELL ST","TAMPA","33610","SEMINOLE CREST","","880","$317,500","2","1","0","1955","None","Single Family Residence","$2,024.16","3","3","5","Conventional","06/29/2023","$352.27","$360.8","1.02","ENGEL & VOLKERS MADEIRA BEACH","Nathan Glassell","805636881","260031661","Pinellas Suncoast","Pinellas Suncoast"
"1","T3442313","SLD","2115 SHADY POINT LN","BRANDON","33510","LAKEVIEW VILLAGE SEC K UNI","","1,244","$318,000","3","2","0","1984","None","Single Family Residence","$2,164.00","22","22","22","FHA","06/27/2023","$255.63","$255.63","1.00","54 REALTY LLC","Brett Watkins","261552533","261554688","Tampa","West Pasco"
"1","T3441271","SLD","2305 W KENTUCKY AVE","TAMPA","33607","RIO VISTA","","988","$319,000","2","1","0","1957","None","Single Family Residence","$773.51","12","12","12","Cash","05/18/2023","$354.25","$322.87","0.91","FUTURE HOME REALTY INC","Sheri Pearson","261551677","771565","Tampa","Pinellas Suncoast"
"1","T3441661","SLD","8105 CANTERBURY LAKE BLVD","TAMPA","33619","CANTERBURY LAKES PH 3","","1,298","$319,900","3","2","0","2006","None","Single Family Residence","$3,933.00","3","3","55","Conventional","07/27/2023","$246.46","$246.46","1.00","RE/MAX REALTY UNLIMITED","Susan Wilson","261531152","260030730","Tampa","Tampa"
"1","T3444400","SLD","1514 E IDA ST","TAMPA","33610","BONITA","","1,308","$320,000","3","2","0","1964","None","Single Family Residence","$3,059.00","9","9","9","Conventional","06/12/2023","$248.47","$244.65","0.98","EXP REALTY LLC","Robert Tough","261556811","777445","Tampa","Sarasota - Manatee"
"1","T3443682","SLD","11250 COCOA BEACH DR","RIVERVIEW","33569","RIVERCREST PH 2 PRCL N","","1,140","$320,000","3","2","0","2005","Community","Single Family Residence","$3,361.00","3","3","3","Conventional","06/15/2023","$280.70","$280.7","1.00","LIVING VOGUE LLC","Danielle Davis","261566750","261016803","Tampa","Sarasota - Manatee"
"1","T3443267","SLD","4340 WALLACE CIR","TAMPA","33611","GANDY GARDENS 8","","1,682","$320,000","3","2","0","1968","None","Single Family Residence","$1,045.30","2","2","12","Cash","05/31/2023","$178.36","$190.25","1.07","KELLER WILLIAMS TAMPA PROP.","Michelle Moreno, PA","261548965","261560737","Tampa","Tampa"
"1","T3443056","SLD","8701 MARLIN CT","TAMPA","33634","CAMEO VILLAS UNIT 2","","1,298","$320,000","3","2","0","1977","None","Single Family Residence","$1,032.87","3","3","3","FHA","06/13/2023","$231.12","$246.53","1.07","MY REALTY GROUP, LLC.","Maribel Arevalo","261561508","651900","Tampa","Osceola"
"1","J960952","SLD","10211 SUMMER KISS AVE","RIVERVIEW","33578","TIMBERCREEK PH 1","","1,914","$320,595","4","2","1","2021","None","Single Family Residence","$6,858.58","0","0","-30","Conventional","05/05/2023","$167.50","$167.5","1.00","STELLAR NON-MEMBER OFFICE","Stellar Non-Member Agent","123456789","285514409","For Future Use","Other"
"1","O6109287","SLD","6911 W CLIFTON ST","TAMPA","33634","CRESTRIDGE SUB FIRST ADD","","1,175","$325,000","2","1","1","1961","None","Single Family Residence","$2,319.58","8","2","2","FHA","06/29/2023","$297.02","$276.6","0.93","KELLER WILLIAMS ADVANTAGE III REALTY","Luis Henriqu Cossenzo Candioto","261224844","261561854","Orlando Regional","Orlando Regional"
"1","T3443705","SLD","8709 N 39TH ST","TAMPA","33604","TEMPLE CREST UNIT 1","","1,468","$325,000","4","2","0","1978","None","Single Family Residence","$534.72","3","3","3","FHA","06/30/2023","$221.39","$221.39","1.00","PINEYWOODS REALTY LLC","Nathan Bangs","261536306","261568101","Tampa","Tampa"
