"#","ML Number","Status","Address","City","Zip","List Price","Close Price","Concessions","Rent Concession","ADOM","CDOM","Floors in Unit/Home","Basement","Garage Spaces","Garage Dimensions","Living Area Units","Year Built","Heated Area","SqFt Total"
"1","T3480484","ACT","713 E PATTERSON ST","TAMPA","33604","$383,000","","","","60","60","One","","","","Square Feet","1925","1,196","1,196"
"1","T3464329","ACT","7306 S SWOOPE ST","TAMPA","33616","$384,000","","","","129","129","One","","","","Square Feet","2003","1,280","1,280"
"1","T3474794","ACT","10908 PEPPERSONG DR","RIVERVIEW","33578","$384,900","","","","77","77","One","","2","20x20","Square Feet","1998","1,681","2,251"
"1","T3468894","ACT","712 HAZY MEADOW CT","BRANDON","33510","$384,900","","","","108","108","One","","2","","Square Feet","1985","1,684","1,684"
"1","O6126573","ACT","10212 HAWK STORM AVE","TAMPA","33610","$384,900","","","","156","156","One","","2","","Square Feet","2016","1,535","2,034"
"1","T3473439","ACT","10632 SHADY PRESERVE DR","RIVERVIEW","33579","$384,999","","","","88","88","One","","2","","Square Feet","2008","1,949","2,485"
"1","T3491877","ACT","602 BREEZEWAY CT","BRANDON","33511","$385,000","","","","3","3","One","","1","20x11","Square Feet","1985","1,196","1,660"
"1","T3491069","ACT","10214 N FLEETWOOD DR","TAMPA","33612","$385,000","","","","6","6","One","","1","","Square Feet","1957","1,824","2,470"
"1","L4941047","ACT","11385 COCOA BEACH DR","RIVERVIEW","33569","$385,000","","","","17","17","Two","","2","","Square Feet","2006","2,171","2,826"
"1","O6158090","ACT","13025 PENNYBROOK DR","RIVERVIEW","33579","$385,000","","","","32","32","Two","","2","","Square Feet","2020","1,860","1,860"
"1","T3483473","ACT","916 E GENESEE ST","TAMPA","33603","$385,000","","","","44","44","One","","1","","Square Feet","1948","1,206","1,852"
"1","T3483177","ACT","12410 EARLY RUN LN","RIVERVIEW","33578","$385,000","","","","44","44","One","","2","","Square Feet","1999","1,503","5,250"
"1","T3479916","ACT","4806 WILLOW RUN PL","TAMPA","33624","$385,000","","","","63","94","One","","2","","Square Feet","1978","1,462","2,747"
"1","T3479548","ACT","11136 SILVER FERN WAY","RIVERVIEW","33569","$385,000","","","","65","65","Two","Other","2","","Square Feet","2007","2,167","2,167"
"1","T3478670","ACT","3307 W LOUISIANA AVE","TAMPA","33614","$385,000","","","","68","68","One","","1","12x24","Square Feet","1957","1,127","1,586"
"1","T3475899","ACT","2204 KINGSWOOD LN","BRANDON","33511","$385,000","","","","79","79","One","","2","","Square Feet","1973","2,040","2,909"
"1","T3473752","ACT","2105 W SAINT JOSEPH ST","TAMPA","33607","$385,000","","","","82","82","One","","","","Square Feet","1953","1,056","1,056"
"1","T3464690","ACT","6904 E 18TH AVE","TAMPA","33619","$385,000","","","","131","131","One","","1","","Square Feet","2021","1,476","1,820"
"1","T3457176","ACT","6503 N 20TH ST","TAMPA","33610","$385,000","","","","152","152","One","","","","Square Feet","1955","1,377","1,693"
"1","T3414282","ACT","6905 N 10TH ST","TAMPA","33604","$385,000","","","","354","354","One","","3","20x30","Square Feet","1999","1,200","1,228"
"1","T3482228","ACT","212 N OAKWOOD AVE","BRANDON","33510","$387,000","","","","52","52","One","","1","","Square Feet","1956","1,728","2,428"
"1","T3476030","ACT","3917 W IOWA AVE","TAMPA","33616","$387,000","","","","79","79","One","","","","Square Feet","1967","1,193","1,273"
"1","T3484480","ACT","709 LOBELIA ST","BRANDON","33510","$388,000","","","","41","41","One","","2","00X00","Square Feet","1987","1,647","2,542"
"1","T3472503","ACT","913 W IDLEWILD AVE","TAMPA","33604","$388,000","","","","84","84","Two","","","","Square Feet","1945","1,243","1,353"
"1","T3468734","ACT","310 W HAMILLER AVE","TAMPA","33612","$388,000","","","","112","112","One","","","","Square Feet","1952","1,289","1,389"
"1","L4940799","ACT","11759 SABAL SCRUB CT","RIVERVIEW","33579","$388,835","","","","34","34","Two","","2","19x24","Square Feet","2024","1,996","2,548"
"1","T3490148","ACT","609 W HENRY AVE","TAMPA","33604","$389,000","","","","13","13","One","","","","Square Feet","1949","939","1,188"
"1","T3488160","ACT","9020 MOUNTAIN MAGNOLIA DR","RIVERVIEW","33578","$389,000","","","","23","23","One","","2","","Square Feet","2014","1,554","1,960"
"1","U8220677","ACT","2214 S VILLAGE AVE","TAMPA","33612","$389,000","","","","38","38","Two","","5","","Square Feet","1954","1,728","2,050"
"1","T3484514","ACT","2016 DERBYWOOD DR","BRANDON","33510","$389,000","","","","39","39","One","","2","","Square Feet","1977","1,321","2,197"
"1","T3483988","ACT","8821 DYER RD","RIVERVIEW","33578","$389,000","","","","42","42","One","","0","","Square Feet","1950","1,198","1,920"
"1","T3478849","ACT","5830 LANGSTON DR","TAMPA","33619","$389,000","","","","67","67","One","","","","Square Feet","1972","1,710","2,344"
"1","A4583115","ACT","11411 COCONUT ISLAND DR","RIVERVIEW","33569","$389,000","","","","89","135","Two","","2","","Square Feet","2006","2,238","2,806"
"1","T3472146","ACT","3416 YALE CIR","RIVERVIEW","33578","$389,000","","","","96","96","One","","2","","Square Feet","1977","1,722","2,407"
"1","T3470271","ACT","1522 W CLINTON ST","TAMPA","33604","$389,000","","","","67","67","One","","","","Square Feet","1929","702","813"
"1","O6157254","ACT","1211 W CAMELLIA DR","BRANDON","33510","$389,500","","","","32","32","One","","","","Square Feet","1963","1,494","1,494"
"1","U8221112","ACT","1119 TUXFORD DR","BRANDON","33511","$389,800","","","","26","26","One","","2","","Square Feet","1987","1,473","1,972"
"1","T3490239","ACT","2910 N 33RD ST","TAMPA","33605","$389,900","","","","13","13","One","","2","","Square Feet","1953","1,922","2,650"
"1","T3490236","ACT","9214 N 29TH ST","TAMPA","33612","$389,900","","","","11","11","One","","1","","Square Feet","1970","1,438","8,757"
"1","T3488235","ACT","4209 E OSBORNE AVE","TAMPA","33610","$389,900","","","","22","22","One","","2","","Square Feet","2024","1,499","2,211"
"1","T3483477","ACT","934 BENNINGER DR","BRANDON","33510","$389,900","","","","42","42","Two","","2","","Square Feet","1987","1,899","2,346"
"1","T3482452","ACT","8725 BUSCH OAKS ST","TAMPA","33617","$389,900","","","","52","52","One","","2","","Square Feet","1997","1,260","1,866"
"1","W7859097","ACT","3710 E HAMILTON AVE","TAMPA","33604","$389,900","","","","58","58","One","","","","Square Feet","1978","1,318","1,654"
"1","T3461866","ACT","7215 N 11TH ST","TAMPA","33604","$389,900","","","","137","137","One","","","","Square Feet","1932","1,048","1,048"
"1","T3482320","ACT","8412 DEER CHASE DR","RIVERVIEW","33578","$389,999","","","","28","28","Two","","2","","Square Feet","2005","2,020","2,605"
"1","U8224173","ACT","1719 W ERNA DR","TAMPA","33603","$390,000","","","","3","70","One","","","","Square Feet","1951","1,649","1,649"
"1","T3488061","ACT","8848 OAK CIR","TAMPA","33615","$390,000","","","","16","16","One","","","","Square Feet","1973","1,455","1,861"
"1","T3486235","ACT","14904 W HARDY DR","TAMPA","33613","$390,000","","","","34","140","One","","","","Square Feet","1963","1,650","2,142"
"1","O6157253","ACT","1609 E GENESEE ST","TAMPA","33610","$390,000","","","","35","35","One","","","","Square Feet","1932","1,090","1,728"
"1","T3479806","ACT","11205 LONGBROOKE DR","RIVERVIEW","33579","$390,000","","","","47","47","One","","3","","Square Feet","1994","1,794","1,794"
"1","T3478441","ACT","5214 TIMBERLAN ST","TAMPA","33624","$390,000","","","","69","69","One","","","","Square Feet","2023","1,320","1,320"
"1","T3434760","ACT","802 E HANNA AVE","TAMPA","33604","$390,000","","","","228","228","One","","","","Square Feet","1945","2,023","2,051"
