"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Subdivision/Condo Name","Heated Area","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","T3425160","EXP","1203 E OSBORNE AVE","TAMPA","33603","ALLOY AT SEMINOLE HEIGHTS","","2,232","$599,990","3","2","1","2023","None","Single Family Residence","$9,099.00","372","177","","","","$268.81","","","ONYX AND EAST REALTY LLC","Viana Ayuso Pena","261592187","","Tampa","Tampa"
"1","T3381334","EXP","20159 UMBRIA HILL DR","TAMPA","33647","ESPLANADE OF TAMPA PH 2C A","","1,891","$599,999","2","2","0","2019","Community","Single Family Residence","$5,384.09","196","196","","","","$317.29","","","CHARLES RUTENBERG REALTY INC","Gisela Fernandez","261539677","","Tampa","Pinellas Suncoast"
"1","O6106758","EXP","10542 CORAL KEY AVE","TAMPA","33647","SPICOLA","","3,719","$600,000","5","3","0","2007","Community","Single Family Residence","$6,247.00","79","79","","","","$161.33","","","ROBERT SLACK LLC","Crystal Brooks","255002680","","Orlando Regional","Ocala - Marion"
"1","T3403792","EXP","11705 THICKET WOOD DR","RIVERVIEW","33579","BALLENTRAE SUB PH 1","","3,827","$600,000","5","3","1","2016","None","Single Family Residence","$6,380.21","121","121","","","","$156.78","","","HOMEXPRESS REALTY, INC.","Emmit Walthall","261546044","","Tampa","Tampa"
"1","T3390284","EXP","4301 W NASSAU ST","TAMPA","33607","CYPRESS ESTATES","","1,621","$600,000","3","2","0","2017","None","Single Family Residence","$6,313.18","96","96","","","","$370.14","","","KELLER WILLIAMS TAMPA CENTRAL","Ally Russell","261565713","","Tampa","Tampa"
"1","T3465505","EXP","8619 GRAND ALBERATO RD","TAMPA","33647","ESPLANADE OF TAMPA PH 2B","","2,100","$605,500","2","2","1","2018","None","Single Family Residence","$4,319.63","115","115","","","","$288.33","","","REDFIN CORPORATION","Gordon Klaiber","464022057","","Tampa","Tampa"
"1","T3463335","EXP","7603 S SPARKMAN ST","TAMPA","33616","PORT TAMPA CITY MAP","","2,372","$609,900","4","3","0","2009","None","Single Family Residence","$5,633.71","91","91","","","","$257.12","","","REDFIN CORPORATION","Jonathan Benn","261544766","","Tampa","Tampa"
"1","T3420015","EXP","8146 BRINEGAR CIR","TAMPA","33647","RICHMOND PLACE PH 4","","2,652","$610,000","4","3","0","2004","Community","Single Family Residence","$10,114.81","114","38","","","","$230.02","","","COLDWELL BANKER REALTY","Daniel Bustillo","261560234","","Tampa","Tampa"
"1","A4549033","EXP","10922 OBSERVATORY WAY","TAMPA","33647","EASTON PARK PH 1","","3,492","$610,000","5","3","1","2009","Private, Community","Single Family Residence","$7,973.86","123","123","","","","$174.68","","","COLDWELL BANKER REALTY","Jaclyn Ligman","281531902","","Sarasota - Manatee","Sarasota - Manatee"
"1","T3433952","EXP","14141 POKE RIDGE DR","RIVERVIEW","33579","CARLTON LAKES PH 1A 1B-1 AN","","3,092","$614,900","5","3","0","2018","Private, Community","Single Family Residence","$7,449.00","77","77","","","","$198.87","","","PREMIER SOTHEBYS INTL REALTY","Tina Newby","285514936","","Tampa","Tampa"
"1","T3433260","EXP","8417 N ORANGEVIEW AVE","TAMPA","33617","TEMPLE CREST UNIT NO 1","","2,000","$615,000","4","2","1","2023","None","Single Family Residence","$863.76","138","138","","","","$307.50","","","REALTY ONE GROUP ADVANTAGE","Martha Ramos","261560156","","Tampa","Pinellas Suncoast"
"1","T3433246","EXP","8419 N ORANGEVIEW AVE","TAMPA","33617","TEMPLE CREST UNIT 1","","2,000","$615,000","4","2","1","2023","None","Single Family Residence","$863.76","138","138","","","","$307.50","","","REALTY ONE GROUP ADVANTAGE","Martha Ramos","261560156","","Tampa","Pinellas Suncoast"
"1","T3429671","EXP","7609 PALMBROOK DR","TAMPA","33615","TWELVE OAKS VILLAGE UNIT 2","","2,275","$615,000","6","4","0","1977","None","Single Family Residence","$5,982.58","181","181","","","","$270.33","","","RUIZ REALTY SERVICES INC.","MARIA AREVALO","261564990","","Tampa","Tampa"
"1","T3386804","EXP","10212 GARDEN ALCOVE DR","TAMPA","33647","ARBOR GREENE PH 1","","3,159","$615,000","4","4","0","1999","Community","Single Family Residence","$7,104.91","168","168","","","","$194.68","","","COLDWELL BANKER REALTY","Ramak Milani","261502153","","Tampa","Tampa"
"1","T3230319","EXP","6105 SCHOONER WAY","TAMPA","33615","BAY PORT COLONY PH II UN I","","2,832","$615,000","4","2","1","1982","Private","Single Family Residence","$6,241.38","18","18","","","","$217.16","","","LOMBARDO TEAM REAL ESTATE LLC","Asad Shaikh","261554445","","Tampa","Tampa"
"1","A4539922","EXP","10404 SCARLET CHASE DR","RIVERVIEW","33569","STARLING OAKS","","3,357","$619,000","5","4","0","2018","None","Single Family Residence","$5,709.00","179","179","","","","$184.39","","","WILLIAM GLADE LIC. REAL ESTATE BROKER","William Glade","281524366","","Sarasota - Manatee","Sarasota - Manatee"
