"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Subdivision/Condo Name","Heated Area","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","L4941265","ACT","12329 MARSHLAND ST","RIVERVIEW","33579","RIDGEWOOD SOUTH","","1,819","$407,455","4","2","0","2024","None","Single Family Residence","$0.00","6","6","","","","$224.00","","","CAMBRIDGE REALTY OF CENTRAL FL","George Lindsey, III","265501020","","Lakeland","Lakeland"
"1","T3490995","ACT","1403 STAR JASMINE LN","BRANDON","33511","WATERMILL AT PROVIDENCE LAKES","","1,985","$407,900","3","2","0","1986","Private","Single Family Residence","$1,993.89","2","2","","","","$205.49","","","RE/MAX REALTY UNLIMITED","Marian Johnson","261557503","","Tampa","Tampa"
"1","U8223837","ACT","2907 W NORTH ST","TAMPA","33614","PARKWAY ESTATES","","1,625","$408,000","3","2","0","1960","None","Single Family Residence","$1,050.00","73","4","","","","$251.08","","","EXP REALTY LLC","Jeffrey Borham, PA","261544158","","Pinellas Suncoast","Pinellas Suncoast"
"1","T3487311","ACT","11747 ALBATROSS LN","RIVERVIEW","33569","ESTUARY PH 5","","1,753","$408,000","3","2","0","2015","None","Single Family Residence","$5,813.01","19","19","","","","$232.74","","","RE/MAX REALTY UNLIMITED","Kim Guillory","261547764","","Tampa","Tampa"
"1","T3472900","ACT","1209 E 24TH AVE","TAMPA","33605","SMITH VIOLA REV MAP","","1,485","$409,000","3","2","0","2022","None","Single Family Residence","$775.56","50","50","","","","$275.42","","","EXCEL REALTY OF FLORIDA","Bruce Holland III","261560489","","Tampa","Tampa"
"1","U8222038","ACT","12526 CARDIFF DR","TAMPA","33625","LOGAN GATE VILLAGE PH 3 UN3","","1,700","$409,900","4","2","1","1984","None","Single Family Residence","$1,739.83","17","17","","","","$241.12","","","RE/MAX ELITE REALTY","Matthew Brashear","260001479","","Pinellas Suncoast","Pinellas Suncoast"
"1","T3484152","ACT","1938 W SPRUCE ST","TAMPA","33607","MAC FARLANES REV MAP OF ADD","","1,404","$409,900","3","2","1","2007","None","Single Family Residence","$4,556.00","44","44","","","","$291.95","","","KELLER WILLIAMS TAMPA CENTRAL","Milena Game Garcia","261562693","","Tampa","Tampa"
"1","U8217410","ACT","13112 SHUMARD WAY","RIVERVIEW","33579","TRIPLE CRK PH 4 VILLAGE I","","1,842","$409,999","4","2","0","2020","Community","Single Family Residence","$8,307.00","66","66","","","","$222.58","","","STOFEL & ASSOCIATES REALTY","Scott Friedman","260042029","","Pinellas Suncoast","Pinellas Suncoast"
"1","T3484984","ACT","4728 W ANITA BLVD","TAMPA","33611","ANITA SUB","","1,350","$410,000","3","2","0","1952","None","Single Family Residence","$1,095.00","40","40","","","","$303.70","","","HOFFMAN REALTY, LLC","MaryAnn Hoffman","261510053","","Tampa","Tampa"
"1","T3473112","ACT","3407 GRAY WHETSTONE ST","BRANDON","33511","BLOOMINGDALE TRAILS","","1,906","$410,000","4","2","0","2001","None","Single Family Residence","$5,211.00","52","52","","","","$215.11","","","LIVING VOGUE LLC","Alex Mauricio","798560064","","Tampa","Sarasota - Manatee"
"1","T3472974","ACT","3420 E 21ST AVE","TAMPA","33605","ZEPHYR GROVE","","2,370","$410,000","4","2","0","1949","None","Single Family Residence","$794.54","59","59","","","","$173.00","","","WEICHERT REALTORS-BRANDON REALTY","Nora Redding","261538797","","Tampa","Tampa"
"1","T3435426","ACT","7706 N RIVERDALE AVE","TAMPA","33604","OAKS AT RIVERVIEW","","1,624","$410,000","5","3","0","2008","None","Single Family Residence","$78.91","271","271","","","","$252.46","","","DREAM HOMES REALTY","Derlys Fernandez","261544652","","Tampa","Tampa"
"1","T3487441","ACT","6336 YELLOW BUCKEYE DR","RIVERVIEW","33578","MAGNOLIA PARK SOUTHWEST G","","2,200","$412,000","3","2","1","2016","Community","Single Family Residence","$4,290.58","24","24","","","","$187.27","","","ALIGN RIGHT REALTY SOUTH SHORE","Trish Ellis","261551612","","Tampa","Tampa"
"1","T3484540","ACT","2608 E LAKE AVE","TAMPA","33610","CAMPOBELLO BLOCKS 1 TO 30","","1,450","$412,500","3","2","0","2023","None","Single Family Residence","$565.34","42","42","","","","$284.48","","","VERTICAL INTERNATIONAL REAL ESTATE LLC","Alejandro Jimenez","279575591","","Tampa","Tampa"
"1","O6150929","ACT","10422 HONEYSUCKLE VINE CIR","RIVERVIEW","33578","MAGNOLIA CREEK PHASE 1","","1,541","$412,672","3","2","0","2023","Community","Single Family Residence","$0.00","56","56","","","","$267.79","","","KELLER WILLIAMS ADVANTAGE REALTY","Tara Garkowski","261084445","","Orlando Regional","Orlando Regional"
"1","T3490172","ACT","9753 FOX HOLLOW RD","TAMPA","33647","PEBBLE CREEK VILLAGE UNIT 7","","1,510","$414,900","3","2","0","1991","None","Single Family Residence","$3,906.82","39","13","","","","$274.77","","","INFINITY REALTY & INVESTMENT","Ramy Nassief","261545791","","Tampa","Tampa"
"1","O6160486","ACT","10913 OBSERVATORY WAY","TAMPA","33647","EASTON PARK PH 1","","2,053","$414,900","3","2","1","2007","Community","Single Family Residence","$7,226.00","20","20","","","","$202.09","","","PROPERTY LOGIC RE","Mark D'Italia","261206149","","Orlando Regional","Orlando Regional"
"1","T3486811","ACT","11101 RODEO LN","RIVERVIEW","33579","PANTHER TRACE PH 1B/1C","","2,555","$414,999","3","2","0","2005","None","Single Family Residence","$5,251.42","32","32","","","","$162.43","","","LPT REALTY","Michael Davis","261556164","","Tampa","Orlando Regional"
"1","T3492331","ACT","1511 E POWHATAN AVE","TAMPA","33610","TRIPOLI PLACE","","1,048","$415,000","3","2","0","1988","None","Single Family Residence","$5,094.75","1","1","","","","$395.99","","","CHARLES RUTENBERG REALTY INC","Edgar Berben","261546680","","Tampa","Pinellas Suncoast"
"1","U8223858","ACT","9115 CYPRESSWOOD CIR","TAMPA","33647","PEBBLE CREEK VILLAGE UNIT 02","","1,796","$415,000","4","2","0","1978","None","Single Family Residence","$4,557.00","6","6","","","","$231.07","","","RE/MAX REALTEC GROUP INC","Nancy Leslie","260000733","","Pinellas Suncoast","Pinellas Suncoast"
"1","T3490465","ACT","2515 HABANA PL","TAMPA","33618","LORENE TERRACE","","1,100","$415,000","3","2","0","1960","None","Single Family Residence","$2,592.00","10","10","","","","$377.27","","","KELLER WILLIAMS SOUTH TAMPA","Ginger Bennett","261548427","","Tampa","Tampa"
"1","T3484500","ACT","4401 GLOBE THISTLE DR","TAMPA","33619","TOUCHSTONE PH 1","","1,914","$415,000","4","2","1","2019","Community","Single Family Residence","$5,210.87","35","35","","","","$216.82","","","COLDWELL BANKER REALTY","Christopher Copenhaver","261525158","","Tampa","Tampa"
"1","O6153925","ACT","12891 TANNENCREST DR","RIVERVIEW","33579","TRIPLE CRK VILLAGE M-1","","2,073","$415,000","4","2","1","2021","Community","Single Family Residence","$8,443.00","48","48","","","","$200.19","","","OPENDOOR BROKERAGE LLC","Alli Johnston","304510545","","Orlando Regional","Orlando Regional"
"1","T3477200","ACT","11931 BAHIA VALLEY DR","RIVERVIEW","33579","RESERVE AT PARADERA PH 3","","1,813","$415,000","3","2","0","2019","None","Single Family Residence","$2,989.29","69","69","","","","$228.90","","","SOUTHERN COMPASS REALTY","Carrissa Henshaw","260045295","","Tampa","Tampa"
"1","T3475679","ACT","909 E CRENSHAW ST","TAMPA","33604","EVELYN CITY","","1,716","$415,000","3","2","0","1928","None","Single Family Residence","$4,633.00","80","80","","","","$241.84","","","FRANK ALBERT REALTY","Frank Albert","261545843","","Tampa","Tampa"
"1","T3474782","ACT","3012 JUSTAMERE LN","TAMPA","33614","ZZZ/UNPLATTED","","2,168","$415,000","3","2","0","1955","None","Single Family Residence","$2,022.42","51","51","","","","$191.42","","","ALIGN RIGHT REALTY GULF COAST","Mark Davis","284502356","","Tampa","Tampa"
"1","T3460510","ACT","13024 CARLINGTON LN","RIVERVIEW","33579","SUMMERFIELD VILLAGE 1 TR 21","","2,011","$415,000","3","2","0","2000","None","Single Family Residence","$2,871.59","150","150","","","","$206.36","","","HOMEXPRESS REALTY, INC.","Chris Shumaker","261530542","","Tampa","Tampa"
"1","T3442807","ACT","2515 N HOWARD AVE","TAMPA","33607","BOUTON & SKINNERS ADD","","1,104","$415,000","3","2","0","1952","None","Single Family Residence","$977.00","178","178","","","","$375.91","","","LPT REALTY","Renee Gingold","261533650","","Tampa","Orlando Regional"
"1","T3485948","ACT","13219 PALMERSTON RD","RIVERVIEW","33579","TRIPLE CREEK","","1,936","$417,450","4","2","0","2024","None","Single Family Residence","$0.00","35","35","","","","$215.63","","","LENNAR REALTY","Ben Goldstein","629029835","","Tampa","Tampa"
"1","T3485944","ACT","13205 PALMERSTON RD","RIVERVIEW","33579","TRIPLE CREEK","","1,936","$417,450","4","2","0","2024","None","Single Family Residence","$0.00","35","35","","","","$215.63","","","LENNAR REALTY","Ben Goldstein","629029835","","Tampa","Tampa"
"1","T3484340","ACT","13178 PALMERSTON RD","RIVERVIEW","33579","TRIPLE CREEK","","1,936","$417,450","4","2","0","2024","None","Single Family Residence","$0.00","42","42","","","","$215.63","","","LENNAR REALTY","Ben Goldstein","629029835","","Tampa","Tampa"
"1","T3483090","ACT","15248 ANGUILLA ISLE AVE","TAMPA","33647","CORY LAKE ISLES","","1,638","$417,500","3","2","0","2016","Community","Single Family Residence","$6,636.47","40","40","","","","$254.88","","","EXP REALTY LLC","Alicia Chapman","261563691","","Tampa","Sarasota - Manatee"
"1","T3492062","ACT","8267 MALVERN CIR","TAMPA","33634","TWELVE OAKS VILLAGE UNIT 3","","1,578","$418,000","4","2","0","1978","None","Single Family Residence","$4,789.00","3","3","","","","$264.89","","","ALIGN RIGHT REALTY WESTSHORE","Freddie Hayes","261528516","","Tampa","Tampa"
"1","T3471048","ACT","513 E BRENTRIDGE DR","BRANDON","33511","OAK MONT UNIT 05","","1,660","$418,000","3","2","0","1970","Private","Single Family Residence","$2,401.27","99","99","","","","$251.81","","","IMPACT REALTY TAMPA BAY","Amy Saccullo","261555146","","Tampa","Tampa"
"1","T3481097","ACT","4109 W FAIR OAKS AVE","TAMPA","33611","MANHATTAN MANOR REV","","1,283","$418,888","3","1","0","1954","None","Single Family Residence","$5,110.20","57","57","","","","$326.49","","","BAYSIDE REALTY GROUP INC","CJ Cornett","261503229","","Tampa","Tampa"
"1","C7484635","ACT","17707 NATHANS DR","TAMPA","33647","HUNTERS GREEN","","1,724","$419,000","3","2","0","1993","None","Single Family Residence","$2,896.13","14","14","","","","$243.04","","","PRESTIGE REALTY OF FLORIDA, LL","Dawn Miller","258021179","","Port Charlotte","Port Charlotte"
"1","T3487507","ACT","3809 W LEILA AVE","TAMPA","33616","GANDY MANOR ADD","","1,324","$419,000","4","2","0","1954","None","Single Family Residence","$665.00","27","27","","","","$316.47","","","EXIT BAYSHORE REALTY","Elizabeth Parsons","261538270","","Tampa","Tampa"
"1","T3486446","ACT","5503 N 9TH ST","TAMPA","33604","POWHATAN HEIGHTS","","1,222","$419,000","2","2","0","1925","None","Single Family Residence","$2,876.00","32","32","","","","$342.88","","","CIRCUITOUS REALTY","Emily Colamarino","260040045","","Tampa","Tampa"
"1","U8215515","ACT","10913 TRAILING VINE DR","TAMPA","33610","WAVERLY VILLAGE","","2,328","$419,000","4","2","1","2020","None","Single Family Residence","$4,658.00","81","81","","","","$179.98","","","CHARLES RUTENBERG REALTY INC","Manjur Ahmed","260047008","","Pinellas Suncoast","Pinellas Suncoast"
"1","U8224207","ACT","4005 W BAY AVE","TAMPA","33616","ALTA VISTA TRACTS","","1,318","$419,900","3","1","1","1958","Private","Single Family Residence","$953.16","1","1","","","","$318.59","","","ALEXANDROS REAL ESTATE GROUP","Gary Grosskopf","260048395","","Pinellas Suncoast","Pinellas Suncoast"
"1","U8222302","ACT","6803 SPANISH MOSS CIR","TAMPA","33625","LOGAN GATE VILLAGE PH 11 UN 4","","1,432","$419,900","3","2","0","1984","None","Single Family Residence","$1,629.00","6","6","","","","$293.23","","","RE/MAX ELITE REALTY","Matthew Brashear","260001479","","Pinellas Suncoast","Pinellas Suncoast"
"1","T3485999","ACT","3917 W WALNUT ST","TAMPA","33607","LINCOLN GARDENS","","1,240","$419,900","3","2","0","1951","None","Single Family Residence","$2,585.75","33","33","","","","$338.63","","","CHARLES RUTENBERG REALTY INC","Nely Campion","261533039","","Tampa","Pinellas Suncoast"
"1","T3480512","ACT","706 LEXINGTON BLVD","TAMPA","33612","INGLEWOOD PARK ADD 1","","1,409","$419,900","3","2","0","2024","None","Single Family Residence","$558.26","59","59","","","","$298.01","","","RE/MAX REALTEC GROUP INC","Xilas Santana","260047139","","Tampa","Pinellas Suncoast"
"1","T3478457","ACT","6805 FOREST POINT WAY","RIVERVIEW","33578","LAKE ST CHARLES UNIT 4","","1,834","$419,900","3","2","0","1999","Private, Community","Single Family Residence","$4,966.09","69","69","","","","$228.95","","","EXIT BAYSHORE REALTY","Luis Chevere","187541218","","Tampa","Tampa"
"1","U8216134","ACT","1007 E 109TH AVE","TAMPA","33612","NEBRASKA AVE HEIGHTS","","1,602","$419,900","3","2","0","2023","None","Single Family Residence","$827.00","74","74","","","","$262.11","","","ATLAS REALTY GROUP","Adam Greene","260053889","","Pinellas Suncoast","Pinellas Suncoast"
"1","T3472366","ACT","3902 N SUWANEE AVE N","TAMPA","33603","GOODS ADD TO TAMPA","","1,232","$419,900","3","2","0","1910","None","Single Family Residence","$2,086.59","94","94","","","","$340.83","","","BHHS FLORIDA PROPERTIES GROUP","Gary Bobrowski","282005412","","Tampa","Tampa"
"1","T3446877","ACT","11202 BEESWING PL","RIVERVIEW","33578","VENTANA GRVS PH 1","","1,935","$419,900","4","2","0","2020","Community","Single Family Residence","$7,840.00","215","215","","","","$217.00","","","CENTURY 21 BEGGINS ENTERPRISES","Jeanette Martinez","261544188","","Tampa","Tampa"
"1","T3478450","ACT","3905 OAK HAMMOCK DR","BRANDON","33511","FOUR WINDS ESTATES UNIT 4","","1,566","$419,911","4","2","0","1978","Private","Single Family Residence","$5,392.00","48","48","","","","$268.14","","","KELLER WILLIAMS SUBURBAN TAMPA","Luz Colon","261560759","","Tampa","Tampa"
"1","J964074","ACT","12402 WINDSWEPT AVE","RIVERVIEW","33569","BOYETTE SPGS SEC B UN #4","","2,002","$419,999","4","2","0","1995","None","Single Family Residence","$1,853.00","151","151","","","","$209.79","","","STELLAR NON-MEMBER OFFICE","Stellar Non-Member Agent","123456789","","For Future Use","Other"
"1","T3491013","ACT","117 MARY KAY CT","BRANDON","33511","HICKORY HAMMOCK UNIT 03","","1,697","$420,000","3","2","0","1979","Private","Single Family Residence","$1,535.24","4","4","","","","$247.50","","","EXIT BAYSHORE REALTY","Lori Moses","261539715","","Tampa","Tampa"
"1","S5096055","ACT","1219 CANYON OAKS DR","BRANDON","33510","EMERALD OAKS","","2,432","$420,000","4","2","1","2013","None","Single Family Residence","$3,513.00","8","8","","","","$172.70","","","OLYMPUS EXECUTIVE REALTY INC","Yesenia Chacon Martinez LLC","272505774","","Osceola","Orlando Regional"
"1","T3489951","ACT","2707 W KIRBY ST","TAMPA","33614","GARDENIA HEIGHTS SUB","","1,387","$420,000","3","2","0","1964","Private","Single Family Residence","$3,666.78","13","13","","","","$302.81","","","REALTY PROPERTY GROUP LLC","Oscar Huerta","261567918","","Tampa","Tampa"
"1","T3489243","ACT","12821 SCARLET STAR DR","RIVERVIEW","33579","TRIPLE CRK PH 4 VILLAGE I","","1,848","$420,000","4","2","0","2020","Community","Single Family Residence","$8,401.22","17","17","","","","$227.27","","","KELLER WILLIAMS TAMPA CENTRAL","Michael Valdes","261535705","","Tampa","Tampa"
"1","U8221892","ACT","5509 N TALIAFERRO AVE","TAMPA","33604","EAST SUWANEE HEIGHTS","","1,372","$420,000","3","2","0","1922","None","Single Family Residence","$3,300.00","17","17","","","","$306.12","","","LPT REALTY, LLC","Ricky Ward, II","261561820","","Pinellas Suncoast","Pinellas Suncoast"
"1","T3480428","ACT","3208 N LINCOLN AVE","TAMPA","33607","3J5 | JOHN H DREW'S FIRST EXTENSION","","1,350","$420,000","3","2","0","1997","None","Single Family Residence","$953.82","56","56","","","","$311.11","","","AVENUE HOMES LLC","Myrta Perez Ramos","261563678","","Tampa","Tampa"
"1","T3475947","ACT","1410 HIGHVIEW RD","BRANDON","33510","HIGH VIEW TERRACE","","1,499","$420,000","3","2","0","1974","Private","Single Family Residence","$1,448.35","80","80","","","","$280.19","","","LA ROSA REALTY THE ELITE LLC","Bryan Sinanan","261554612","","Tampa","Tampa"
"1","T3475369","ACT","7328 BLUE BEECH DR","RIVERVIEW","33578","SUMMERWOOD OF OAK CREEK","","1,745","$420,000","3","2","0","2017","Community","Single Family Residence","$4,498.00","74","74","","","","$240.69","","","FLORIDA REALTY INVESTMENTS","Angie Alstott","261218638","","Tampa","Orlando Regional"
"1","OM663656","ACT","10810 WINGATE DR","TAMPA","33624","WINGATE VILLAGE UNIT 2","","1,768","$420,000","4","2","0","1984","None","Single Family Residence","$3,230.34","105","105","","","","$237.56","","","GAILEY ENTERPRISES REAL ESTATE","David Larkin","271517009","","Ocala - Marion","Ocala - Marion"
"1","T3465742","ACT","10973 CARLTON FIELDS DR","RIVERVIEW","33579","CARLTON LAKES","","2,078","$420,000","4","2","1","2020","None","Single Family Residence","$5,733.00","127","127","","","","$202.12","","","REAL BROKER, LLC","Ana Calderon","261563453","","Tampa","Orlando Regional"
"1","T3455589","ACT","7413 S JUANITA ST","TAMPA","33616","PORT TAMPA CITY MAP","","640","$420,000","2","1","0","1986","None","Single Family Residence","$4,081.19","173","173","","","","$656.25","","","COYLE REALTY INC","Gina Coyle","261504170","","Tampa","Tampa"
"1","T3485985","ACT","12544 TIMBER MOSS LN","RIVERVIEW","33579","TRIPLE CREEK","","2,215","$422,110","5","2","1","2024","None","Single Family Residence","$0.00","35","35","","","","$190.57","","","LENNAR REALTY","Ben Goldstein","629029835","","Tampa","Tampa"
"1","T3485981","ACT","12554 TIMBER MOSS LN","RIVERVIEW","33579","TRIPLE CREEK","","2,215","$422,110","5","2","1","2024","None","Single Family Residence","$0.00","35","35","","","","$190.57","","","LENNAR REALTY","Ben Goldstein","629029835","","Tampa","Tampa"
"1","T3481563","ACT","12562 TIMBER MOSS LN","RIVERVIEW","33579","TRIPLE CREEK","","2,215","$422,110","5","2","1","2024","None","Single Family Residence","$0.00","55","55","","","","$190.57","","","LENNAR REALTY","Ben Goldstein","629029835","","Tampa","Tampa"
"1","T3469822","ACT","605 MARPHIL LOOP","BRANDON","33511","MARPHIL MANOR UNIT 1","","1,813","$424,500","4","2","0","1964","None","Single Family Residence","$4,602.00","89","89","","","","$234.14","","","CHARLES RUTENBERG REALTY INC","Vicki Strickler","261536246","","Tampa","Pinellas Suncoast"
"1","T3488089","ACT","6914 N HIMES AVE","TAMPA","33614","OAKWOOD VILLA","","1,369","$424,750","3","2","0","2002","None","Single Family Residence","$4,237.12","20","20","","","","$310.26","","","COLDWELL BANKER REALTY","Adisleydi Schrot","261568778","","Tampa","Tampa"
"1","T3483237","ACT","13008 BOATSWAIN MATE DR","RIVERVIEW","33579","SUMMERFIELD VILLAGE 1 TR 7","","2,413","$424,900","4","2","1","2001","Community","Single Family Residence","$5,103.72","47","47","","","","$176.09","","","RE/MAX REALTY UNLIMITED","Nancy Hadam","276501095","","Tampa","Tampa"
"1","U8216893","ACT","6409 FOXBURY RIDGE LN","RIVERVIEW","33578","MAGNOLIA PARK SOUTHEAST E","","2,590","$424,900","4","2","1","2011","Community","Single Family Residence","$3,438.00","68","68","","","","$164.05","","","COLDWELL BANKER REALTY","Courtney Casey","266017001","","Pinellas Suncoast","Tampa"
"1","T3472479","ACT","7347 BRIGHTEN DR","TAMPA","33615","HOLLY PARK UNIT 1","","1,502","$424,900","3","2","0","1960","Private","Single Family Residence","$5,273.00","91","91","","","","$282.89","","","KELLER WILLIAMS TAMPA CENTRAL","Bradley Chais","449507486","","Tampa","Tampa"
"1","T3483853","ACT","13122 ROYAL PINES AVE","RIVERVIEW","33579","TRIPLE CREEK PH 1 VILLAGE D","","2,546","$424,999","4","3","0","2013","Community","Single Family Residence","$5,402.60","148","45","","","","$166.93","","","AGILE GROUP REALTY","Kerin Clarkin","641517717","","Tampa","Tampa"
"1","T3492007","ACT","1913 E HANNA AVE","TAMPA","33610","ALTAMONTE HEIGHTS","","1,602","$425,000","4","2","0","1947","None","Single Family Residence","$2,619.95","4","4","","","","$265.29","","","QUICKSILVER REAL ESTATE GROUP","Dylan Lonsway, PA","261553801","","Tampa","Tampa"
"1","T3491569","ACT","1427 E POWHATAN AVE","TAMPA","33604","HAMPTON TERRACE","","1,090","$425,000","3","2","0","1944","None","Single Family Residence","$4,639.00","4","4","","","","$389.91","","","TURNING LEAF REALTY","Colette Hughes","261546447","","Tampa","Tampa"
"1","U8223259","ACT","4231 HARTFORD LAKE DR","TAMPA","33619","CANTERBURY LAKES PH 4","","2,460","$425,000","3","2","1","2006","None","Single Family Residence","$3,540.18","196","10","","","","$172.76","","","CENTURY 21 LISTSMART","Chris Cardalico, Jr","260052289","","Pinellas Suncoast","Pinellas Suncoast"
"1","T3488746","ACT","10424 N OKLAWAHA AVE","TAMPA","33617","TERRACE PARK UNIT 4","","1,888","$425,000","3","2","0","2000","None","Single Family Residence","$4,006.74","18","18","","","","$225.11","","","DALTON WADE INC","Jennifer Boyette","261552576","","Tampa","Pinellas Suncoast"
"1","T3488299","ACT","15713 WARBLER PL","TAMPA","33624","COUNTRY PLACE UNIT 3 B","","1,545","$425,000","3","2","0","1980","None","Single Family Residence","$1,841.37","19","19","","","","$275.08","","","COLDWELL BANKER REALTY","James Lieb, Sr.","261501094","","Tampa","Tampa"
"1","T3486985","ACT","10116 CEDAR DUNE DR","TAMPA","33624","WILDEWOOD VILLAGE SUB","","1,232","$425,000","3","2","0","1990","Private","Single Family Residence","$1,309.44","31","31","","","","$344.97","","","JPT REALTY LLC","Heidy Nunez Machado","261557344","","Tampa","Tampa"
"1","T3485265","ACT","10934 ANCIENT FUTURES DR","TAMPA","33647","EASTON PARK PH 1","","1,955","$425,000","4","2","0","2008","Community","Single Family Residence","$3,814.00","37","37","","","","$217.39","","","BHHS FLORIDA PROPERTIES GROUP","Kathy Disantis","261538316","","Tampa","Tampa"
"1","T3483456","ACT","12185 DOWNY BIRCH DR","RIVERVIEW","33569","RIDGEWOOD","","2,522","$425,000","5","3","0","2021","None","Single Family Residence","$2,810.00","46","46","","","","$168.52","","","CHARLES RUTENBERG REALTY INC","Rose Quinn","261560585","","Tampa","Pinellas Suncoast"
"1","T3483150","ACT","2205 LAKE BAY WAY","BRANDON","33511","STERLING RANCH UNIT 3","","1,971","$425,000","3","2","0","1989","Private","Single Family Residence","$2,286.92","48","48","","","","$215.63","","","KELLER WILLIAMS TAMPA CENTRAL","Adam Fernandez","261545165","","Tampa","Tampa"
"1","T3482511","ACT","9801 CREEK CROSS ST","TAMPA","33647","PEBBLE CREEK VILLAGE UNIT 6","","2,013","$425,000","4","2","1","1988","Private, Community","Single Family Residence","$3,704.09","47","47","","","","$211.13","","","BHHS FLORIDA PROPERTIES GROUP","Cynthia Filippi","261528989","","Tampa","Tampa"
