"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Subdivision/Condo Name","Heated Area","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","U8217536","ACT","1502 ECKLES DR","TAMPA","33612","TAMPAS NORTH SIDE CNTRY CL","","2,522","$690,000","4","3","0","1972","None","Single Family Residence","$5,425.00","61","61","","","","$273.59","","","CENTURY 21 COASTAL ALLIANCE","Gail Urban","260032318","","Pinellas Suncoast","Pinellas Suncoast"
"1","T3468113","ACT","3913 W EDEN ROC CIR","TAMPA","33634","DANA SHORES UN 1 SEC","","2,175","$690,000","3","2","0","1967","Private","Single Family Residence","$8,925.65","116","116","","","","$317.24","","","PINEYWOODS REALTY LLC","Keeley Toro","262001499","","Tampa","Tampa"
"1","T3481029","ACT","4604 LAVER CT","TAMPA","33624","FAIRWAY VILLAGE UNIT 2","","2,875","$690,500","4","3","0","1981","Private","Single Family Residence","$2,315.00","128","58","","","","$240.17","","","ON TIME REALTY","Trinity Byers","261595094","","Tampa","Tampa"
"1","T3442008","ACT","12121 ORCHID ASH ST","RIVERVIEW","33579","CEDARBROOK","","4,272","$691,110","4","3","1","2023","None","Single Family Residence","$0.00","193","193","","","","$161.78","","","PULTE REALTY OF WEST FLORIDA LLC","Carla Martin","261561679","","Tampa","Tampa"
"1","T3464776","ACT","12071 ORCHID ASH ST","RIVERVIEW","33579","D0D | CEDARBROOK PHASES 4 AND 5","","4,216","$692,910","5","4","0","2023","None","Single Family Residence","$0.00","101","101","","","","$164.35","","","PULTE REALTY OF WEST FLORIDA LLC","Carla Martin","261561679","","Tampa","Tampa"
"1","T3485332","ACT","10678 GRAND RIVIERE DR","TAMPA","33647","HERITAGE ISLES PH 3B","","3,086","$694,900","6","3","0","2003","Community","Single Family Residence","$9,749.00","38","38","","","","$225.18","","","EXP REALTY LLC","Ellie Brown","261560228","","Tampa","Sarasota - Manatee"
"1","T3457840","ACT","12971 WILLOW GROVE DR","RIVERVIEW","33579","CEDARBROOK","","3,790","$694,900","5","4","0","2022","Community","Single Family Residence","$4,514.83","162","162","","","","$183.35","","","EXP REALTY LLC","Denise Pate","261506159","","Tampa","Sarasota - Manatee"
"1","S5093540","ACT","19240 PEPPER GRASS DR","TAMPA","33647","BASSET CREEK","","3,164","$694,995","5","4","0","2014","Community","Single Family Residence","$5,677.00","56","56","","","","$219.66","","","MCO REALTY","Angely Rodriguez Sanchez","272561672","","Osceola","Osceola"
"1","T3488313","ACT","10913 KIDRON VALLEY LN","TAMPA","33625","CORNERGATE SUB","","2,738","$695,000","4","3","0","2021","None","Single Family Residence","$7,042.62","184","21","","","","$253.83","","","LUCRECIA LUXENBERG","Lucrecia Luxenberg","261083197","","Tampa","Tampa"
"1","T3486445","ACT","4718 W ALLINE AVE","TAMPA","33611","GUERNSEY ESTATES ADDITION","","1,720","$695,000","3","2","0","1959","Private","Single Family Residence","$3,899.80","18","18","","","","$404.07","","","BHHS FLORIDA PROPERTIES GROUP","Pauline CHILTON","326000520","","Tampa","Tampa"
"1","U8178641","ACT","6405 N 15TH ST","TAMPA","33610","EMORY HEIGHTS","","2,218","$695,000","5","3","0","1925","None","Single Family Residence","$1,251.69","436","436","","","","$313.35","","","FIRST INTEGRITY REAL ESTATE","Adam Jonas","266000736","","Pinellas Suncoast","Pinellas Suncoast"
"1","W7856242","ACT","3801 KIMBALL AVE","TAMPA","33614","HIBISCUS GARDENS","","1,798","$697,000","7","4","0","1986","None","Single Family Residence","$5,828.06","163","163","","","","$387.65","","","LAMERTON & ASSOCIATES","Susan Lamerton","285511848","","West Pasco","West Pasco"
"1","T3477772","ACT","12918 SHADOW RUN BLVD","RIVERVIEW","33569","SHADOW RUN UNIT 1","","2,401","$697,999","3","2","1","1989","None","Single Family Residence","$3,027.00","253","72","","","","$290.71","","","EZ CHOICE REALTY","Kay Pye","261500875","","Tampa","Tampa"
"1","T3480884","ACT","7629 CARON RD","TAMPA","33615","WILSKY ESTATES","","2,246","$698,900","4","2","1","2021","None","Single Family Residence","$7,838.22","323","59","","","","$311.18","","","FIRST HOUSING REALTY GROUP","Daniel Echevarria","261538600","","Tampa","Tampa"
"1","T3492104","ACT","7504 S SWOOPE ST","TAMPA","33616","PORT TAMPA CITY MAP","","2,483","$699,000","3","2","1","2021","None","Single Family Residence","$9,612.30","3","3","","","","$281.51","","","KOERT & ASSOCIATES","Mark Koert","261533358","","Tampa","Tampa"
"1","T3491731","ACT","15920 DAWSON RIDGE DR","TAMPA","33647","TAMPA PALMS AREA 2 UNIT 7C","","3,380","$699,000","5","3","1","1991","Private, Community","Single Family Residence","$1,773.25","0","0","","","","$206.80","","","FLORIDA EXECUTIVE REALTY","Kristy Darragh","261504044","","Tampa","Tampa"
"1","T3488998","ACT","3601 W OKLAHOMA AVE","TAMPA","33611","GANDY BLVD PARK 3RD ADD","","1,448","$699,000","3","3","0","1958","Private","Single Family Residence","$6,491.00","17","17","","","","$482.73","","","GREAT WESTERN REALTY","Grant Patterson","261553019","","Tampa","Tampa"
"1","T3485392","ACT","14012 CHETTLE WAY","TAMPA","33624","VILLAGE XIV OF CARROLLWOOD VILLAGE","","1,934","$699,000","4","2","0","1981","Private","Single Family Residence","$3,473.27","33","33","","","","$361.43","","","FUTURE HOME REALTY INC","Manuel Saldana","261557467","","Tampa","Pinellas Suncoast"
"1","T3481724","ACT","9105 MEMORIAL HWY","TAMPA","33615","TREEHOUSES AT MOHR LOOP","","1,955","$699,000","4","2","0","2002","Private","Single Family Residence","$5,889.00","53","53","","","","$357.54","","","NEXTHOME FRONTIER","Joseph Ramos","261559318","","Tampa","Tampa"
