"#","ML Number","Status","Address","City","Zip","List Price","Close Price","Concessions","Rent Concession","ADOM","CDOM","Floors in Unit/Home","Basement","Garage Spaces","Garage Dimensions","Living Area Units","Year Built","Heated Area","SqFt Total"
"1","T3441389","SLD","4001 W OKLAHOMA AVE","TAMPA","33616","$549,000","$549,000","","","3","3","One","","4","28x32","Square Feet","1954","1,480","1,820"
"1","T3443647","SLD","1208 E MOHAWK AVE","TAMPA","33604","$549,999","$549,999","","","45","45","One","","1","","Square Feet","2019","1,676","2,412"
"1","T3444314","SLD","1717 E JEAN ST","TAMPA","33610","$550,000","$550,000","","","4","4","One","","","","Square Feet","1970","1,832","2,466"
"1","U8199474","SLD","8606 WHITE POPLAR DR","RIVERVIEW","33578","$545,000","$550,000","","","6","6","Two","","3","","Square Feet","2007","2,686","3,544"
"1","T3443482","SLD","11720 CLARE HILL AVE","RIVERVIEW","33579","$575,000","$550,000","","","8","8","Two","","2","22x20","Square Feet","2021","2,959","3,711"
"1","T3442461","SLD","19502 SEA MYRTLE WAY","TAMPA","33647","$569,500","$550,000","","","59","159","Two","","2","","Square Feet","2017","2,951","3,633"
"1","T3441201","SLD","12953 PRESTWICK DR","RIVERVIEW","33579","$550,000","$550,000","","","61","61","Two","","3","27x20","Square Feet","1990","2,792","2,792"
"1","T3443342","SLD","19021 DOVE CREEK DR","TAMPA","33647","$569,900","$555,000","","","4","4","Two","","3","","Square Feet","1997","2,793","2,793"
"1","T3443116","SLD","14256 BLUE DASHER DR","RIVERVIEW","33569","$560,000","$555,000","","","42","42","Two","","3","00X00","Square Feet","2016","3,777","4,761"
"1","T3442445","SLD","126 W FERN ST","TAMPA","33604","$575,000","$557,000","","","3","3","One","","","","Square Feet","1925","1,312","1,432"
"1","T3441937","SLD","11715 ALBATROSS LN","RIVERVIEW","33569","$559,000","$559,000","","","25","25","Two","","3","19x37","Square Feet","2014","3,620","3,620"
"1","T3443677","SLD","3216 W GRACE ST","TAMPA","33607","$550,000","$560,000","","","8","8","One","","","","Square Feet","1961","1,698","2,052"
"1","T3443130","SLD","708 W ADALEE ST","TAMPA","33603","$575,000","$560,000","","","50","50","One","","2","","Square Feet","2006","1,579","2,185"
"1","T3442780","SLD","11908 TWILIGHT DARNER PL","RIVERVIEW","33569","$589,900","$560,000","","","59","59","Two","","3","20x35","Square Feet","2017","3,777","3,777"
"1","U8199557","SLD","8830 TROPICAL PALM DR","TAMPA","33626","$575,000","$565,000","","","34","34","One","","2","","Square Feet","2017","2,029","2,730"
"1","J960641","SLD","11124 SUNDRIFT DR","TAMPA","33647","$566,540","$566,540","","","0","0","Two","","2","","Square Feet","2023","2,835","2,835"
"1","U8199487","SLD","109 W LAMBRIGHT ST","TAMPA","33604","$575,000","$568,000","","","4","4","One","","","","Square Feet","1925","1,506","1,877"
"1","T3441530","SLD","201 W KIRBY ST","TAMPA","33604","$577,500","$569,500","","","103","222","One","","1","","Square Feet","2023","2,031","2,807"
"1","T3442989","SLD","17839 GREEN WILLOW DR","TAMPA","33647","$569,900","$569,900","","","5","5","One","","2","","Square Feet","1989","2,191","3,097"
"1","U8198961","SLD","5102 COUNTRY SIDE DR","TAMPA","33624","$598,000","$570,000","","","47","47","One","","","","Square Feet","1981","2,374","2,684"
"1","T3441752","SLD","4335 S COOLIDGE AVE","TAMPA","33611","$599,000","$570,000","","","10","10","One","","","","Square Feet","1954","1,711","2,007"
"1","T3444811","SLD","10402 CANARY ISLE DR","TAMPA","33647","$579,900","$579,900","","","26","26","One","","2","20x20","Square Feet","1995","2,424","3,221"
"1","T3441742","SLD","1006 N HABANA AVE","TAMPA","33607","$579,900","$579,900","","","39","245","Two","","2","","Square Feet","2006","1,843","2,561"
"1","T3444335","SLD","5601 N SUWANEE AVE","TAMPA","33604","$625,000","$580,000","","","47","47","One","","","","Square Feet","1928","2,373","3,076"
"1","J960948","SLD","10446 TRANQUIL MEADOW LOOP","RIVERVIEW","33569","$583,455","$583,455","","","0","0","Two","","2","","Square Feet","2021","3,506","3,506"
"1","T3444116","SLD","9215 ROCKROSE DR","TAMPA","33647","$589,900","$588,000","","","9","9","One","","2","20x24","Square Feet","1994","3,099","3,917"
"1","T3444909","SLD","10409 SCARLET CHASE DR","RIVERVIEW","33569","$594,500","$588,400","","","25","25","Two","","3","","Square Feet","2015","3,264","4,345"
"1","T3444379","SLD","12408 GILMERTON MIST LN","RIVERVIEW","33579","$589,000","$589,000","","","6","6","Two","","2","","Square Feet","2012","3,309","4,299"
"1","T3442810","SLD","4301 W KNIGHTS AVE","TAMPA","33611","$600,000","$590,000","","","17","17","One","","","","Square Feet","1953","2,162","2,644"
"1","T3442335","SLD","8727 IMPERIAL CT","TAMPA","33635","$589,900","$590,000","","","2","2","Two","","2","22x21","Square Feet","1990","2,037","2,955"
"1","T3444024","SLD","6312 S ADELIA AVE","TAMPA","33616","$599,000","$594,000","","","3","3","Two","","2","","Square Feet","2016","1,813","2,448"
"1","U8199326","SLD","11419 CARLTON FIELDS DR","RIVERVIEW","33579","$610,000","$595,000","","","1","1","Two","","3","","Square Feet","2019","3,292","4,289"
"1","T3442393","SLD","11933 SUNBURST MARBLE RD","RIVERVIEW","33579","$575,000","$595,000","","","4","4","One","","3","30x24","Square Feet","2018","2,432","3,220"
"1","T3445070","SLD","14169 HAMMOCK CREST WAY","RIVERVIEW","33569","$642,240","$597,240","","","50","50","Two","","3","","Square Feet","2023","3,416","3,416"
"1","J960637","SLD","12338 SHINING WILLOW ST","RIVERVIEW","33579","$597,620","$597,620","","","0","0","Two","","3","","Square Feet","2023","3,540","3,755"
"1","T3443172","SLD","8712 TANTALLON CIR","TAMPA","33647","$649,900","$599,000","","","14","14","One","","2","","Square Feet","1995","2,949","3,869"
"1","T3444996","SLD","11236 MOULTRIE PL","TAMPA","33625","$607,500","$600,000","","","47","47","Two","","2","21x20","Square Feet","2016","2,310","3,190"
"1","T3443403","SLD","13609 HERITAGE WAY","TAMPA","33613","$629,000","$600,000","","","6","6","Two","","2","","Square Feet","1980","2,307","3,522"
"1","T3442358","SLD","18119 BAHAMA BAY DR","TAMPA","33647","$685,000","$600,000","","","27","27","Two","","2","20x18","Square Feet","2006","3,145","3,145"
"1","J960894","SLD","10919 SUNDRIFT DR","TAMPA","33647","$606,030","$606,030","","","0","0","Two","","3","","Square Feet","2023","3,755","4,749"
"1","T3441517","SLD","207 W ALFRED ST Unit#1/2","TAMPA","33603","$649,500","$609,700","","","17","17","One","","","","Square Feet","1926","1,813","1,813"
"1","T3442743","SLD","8501 TIDAL BAY LANE","TAMPA","33635","$609,990","$609,990","","","32","32","Two","","2","","Square Feet","2003","2,944","3,560"
"1","T3442240","SLD","606 W NORTH BAY ST","TAMPA","33603","$615,000","$610,000","","","36","36","Two","","1","","Square Feet","1929","2,144","2,576"
